THA,2006,36.0,2796.0
ZMB,2006,26.0,1838.0
MNG,2006,28.0,2288.0
TZA,2006,29.0,2141.0
ARM,2006,29.0,2757.0
ETH,2006,24.0,1967.0
VNM,2006,26.0,2483.0
PHL,2006,25.0,2514.0
DZA,2006,31.0,3047.0
BOL,2006,27.0,2159.0
SLV,2006,40.0,2577.0
NER,2006,23.0,2442.0
ECU,2006,23.0,2229.0
GAB,2006,30.0,2716.0
PAK,2006,22.0,2381.0
TGO,2006,24.0,2283.0
AZE,2006,24.0,3006.0
KAZ,2006,26.0,3073.0
MWI,2006,27.0,2269.0
MLI,2006,28.0,2654.0
NPL,2006,25.0,2378.0
MDA,2006,32.0,2694.0
MMR,2006,19.0,2207.0
SLE,2006,22.0,2155.0
UKR,2006,28.0,3244.0
DOM,2006,28.0,2367.0
HND,2006,25.0,2530.0
KGZ,2006,22.0,2660.0
MEX,2006,33.0,3079.0
PRY,2006,26.0,2621.0
BGD,2006,20.0,2372.0
GTM,2006,26.0,2415.0
KEN,2006,22.0,2161.0
LBN,2006,36.0,3128.0
MRT,2006,31.0,2603.0
GIN,2006,19.0,2503.0
NGA,2006,22.0,2725.0
NIC,2006,26.0,2412.0
UGA,2006,27.0,2276.0
CMR,2006,23.0,2354.0
MOZ,2006,28.0,2111.0
MDG,2006,31.0,2083.0
CAF,2006,24.0,2029.0
HTI,2006,18.0,1942.0
UZB,2006,21.0,2556.0
ZWE,2006,24.0,2115.0
KHM,2006,21.0,2377.0
TJK,2006,22.0,2063.0
TCD,2006,20.0,2022.0
AGO,2006,22.0,2119.0
TKM,2006,22.0,2835.0
IRQ,2006,19.0,2374.0
SDN,2006,20.0,2225.7280382965437
NZL,2007,94.0,3184.0
DNK,2007,94.0,3445.0
FIN,2007,94.0,3281.0
NOR,2007,87.0,3464.0
CHE,2007,90.0,3428.0
SWE,2007,93.0,3089.0
CAN,2007,87.0,3483.0
LUX,2007,84.0,3501.0
NLD,2007,90.0,3237.0
GBR,2007,84.0,3417.0
DEU,2007,78.0,3527.0
AUS,2007,86.0,3198.0
ISL,2007,92.0,3458.0
AUT,2007,81.0,3737.0
BEL,2007,71.0,3713.0
IRL,2007,75.0,3532.0
JPN,2007,75.0,2817.0
EST,2007,65.0,3222.0
ARE,2007,57.0,3186.0
FRA,2007,73.0,3466.0
URY,2007,67.0,2890.0
BRB,2007,69.0,2906.0
CHL,2007,70.0,2933.0
PRT,2007,65.0,3530.0
TWN,2007,57.0,2964.0
ISR,2007,61.0,3525.0
BWA,2007,54.0,2166.0
SVN,2007,66.0,3143.0
POL,2007,42.0,3364.0
CRI,2007,50.0,2858.0
LTU,2007,48.0,3563.0
LVA,2007,48.0,3161.0
CYP,2007,53.0,2639.0
CZE,2007,52.0,3261.0
DMA,2007,56.0,3042.0
ESP,2007,67.0,3223.0
GEO,2007,34.0,2900.0
MLT,2007,58.0,3370.0
RWA,2007,28.0,2053.0
LCA,2007,68.0,2589.0
GRD,2007,34.0,2395.0
NAM,2007,45.0,2218.0
ITA,2007,52.0,3618.0
MUS,2007,47.0,3076.0
SVK,2007,49.0,2794.0
HRV,2007,41.0,3077.0
SAU,2007,34.0,3046.0
GRC,2007,46.0,3511.0
JOR,2007,47.0,3123.0
ROU,2007,37.0,3375.0
CUB,2007,42.0,3251.0
MYS,2007,51.0,2838.0
MNE,2007,33.0,3411.0
STP,2007,27.0,2511.0
HUN,2007,53.0,3164.0
SEN,2007,36.0,2342.0
BLR,2007,21.0,3186.0
JAM,2007,33.0,2791.0
OMN,2007,47.0,2833.0
BGR,2007,41.0,2734.0
ZAF,2007,51.0,2920.0
VUT,2007,31.0,2859.0
